stid,hisei,hisced,famstruc,sex,hlang,wealth,m2m_p,m2m_s,wkp2019,hsl2019,hel2019,fts2019,sa3,brthplace_aust_2011_ce_p,brthplace_elsewhere_2011_ce_p,lsh_eng_only_2011_ce_p,lsh_oth_lan_2011_ce_p,med_tot_hh_inc_wee_c2011,average_hh_size_c2011,lfs_unem_lfw_c11_m,lfs_tot_lforc_c11_m,n_lforc_c11_m
2780,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.78,"2 Yes, once","1 No, never",,1 Year 12,No qual,2 Part-time,11602,45604,26847,47111,24899,1924,3.2,987,21409,5505
2781,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,40301,23832,7486,28478,2997,1163,2.1,444,8841,4057
2782,38,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",3 Mixed,2 Male,1 Language of test,.2,"3 Yes, twice or more","3 Yes, twice or more",,1 Year 12,No qual,3 Not studying,50901,42566,10243,49740,3138,961,2.4,740,14059,6522
2783,51,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",95.41,2 Year 11,Cert III/IV/Dip,3 Not studying,60402,37338,3871,40839,932,868,2.4,804,10321,5771
2784,52,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,0,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,10106,29778,2728,31793,1035,1068,2.5,364,8903,3661
2785,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,3.45,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21101,103084,41506,114056,31565,1401,2.8,1943,43166,14033
2786,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.2,"1 No, never","1 No, never",1481.21,1 Year 12,BA,3 Not studying,21401,91795,27585,107569,12910,1140,2.5,1823,34240,12359
2787,34,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.99,"2 Yes, once","1 No, never",2182.97,1 Year 12,BA,3 Not studying,10301,37491,3679,39490,1406,1122,2.5,576,11102,5294
2788,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.77,"1 No, never","1 No, never",956.77,1 Year 12,BA,2 Part-time,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
2789,67,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,No qual,2 Part-time,20101,82581,8259,87613,3896,998,2.4,1412,23809,10685
2790,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",1484.94,1 Year 12,Cert III/IV/Dip,3 Not studying,60102,42425,4948,45728,1762,1114,2.4,717,12176,6398
2791,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,0,"3 Yes, twice or more","1 No, never",799.91,1 Year 12,Cert III/IV/Dip,3 Not studying,21105,114209,23528,130102,8665,1281,2.7,1521,40730,13271
2792,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.4,"1 No, never","1 No, never",1863.85,1 Year 12,Post-grad,3 Not studying,12504,57892,59005,56505,60350,1376,2.6,2001,35009,12433
2793,43,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",745.55,1 Year 12,BA,3 Not studying,10501,21563,1464,22659,725,876,2.4,455,6248,3006
2794,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",1183.98,1 Year 12,BA,2 Part-time,51003,20356,6480,23698,3038,2799,2.9,215,12164,921
2795,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1,"1 No, never","1 No, never",762.21,1 Year 12,No qual,2 Part-time,40302,59722,21281,68764,12742,1064,2.3,1274,22259,10045
2796,16,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",549.6,1 Year 12,Cert III/IV/Dip,2 Part-time,10503,59928,3489,62001,1647,932,2.5,984,16315,7631
2797,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.75,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,30503,53503,18002,62044,9727,1721,2.3,1088,23468,5927
2798,43,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","2 Yes, once",2186.29,1 Year 12,BA,3 Not studying,30702,34659,2748,36791,934,1003,2.6,371,10546,4024
2799,59,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",1405.69,1 Year 12,No qual,2 Part-time,10302,48913,2584,51246,987,824,2.4,690,13182,6940
2800,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,2 Year 11,Cert III/IV/Dip,3 Not studying,20904,105359,53508,93026,67154,1287,3,2308,44596,16806
2801,52,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,60202,18317,2671,20785,441,877,2.4,315,5294,2995
2802,23,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.39,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,30702,34659,2748,36791,934,1003,2.6,371,10546,4024
2803,68,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1279.57,1 Year 12,BA,1 Full-time,12103,66690,38884,82884,22975,2508,2.9,1259,27822,11590
2804,71,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21103,78184,21642,87529,12920,1307,2.6,1251,28963,9789
2805,88,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,3.45,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,60202,18317,2671,20785,441,877,2.4,315,5294,2995
2806,32,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,20803,75801,27920,84866,19652,1318,2.5,1264,29771,10686
2807,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",,2 Year 11,Post-grad,3 Not studying,60102,42425,4948,45728,1762,1114,2.4,717,12176,6398
2808,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.58,"3 Yes, twice or more","2 Yes, once",1189.37,1 Year 12,BA,3 Not studying,20607,47101,21737,51886,17474,1682,2.2,1164,22911,6342
2809,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2312.3,3 Year 10,Cert III/IV/Dip,3 Not studying,20403,55703,6743,59758,3127,994,2.4,851,17371,7211
2810,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",1423.11,2 Year 11,Cert III/IV/Dip,3 Not studying,31905,35883,4234,39113,913,781,2.4,844,8590,7524
2811,56,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.7,"2 Yes, once","1 No, never",1049.87,1 Year 12,BA,2 Part-time,80101,65818,22026,71241,17018,1802,2.6,1082,26559,8345
2812,43,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",539.41,1 Year 12,No qual,1 Full-time,20102,22144,3257,24613,1070,948,2.4,350,6884,3281
2813,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.01,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
2814,85,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",276.66,1 Year 12,Post-grad,3 Not studying,10903,35525,2634,37866,805,837,2.3,413,9984,5536
2815,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.6899999999999999,"2 Yes, once","1 No, never",1176.02,1 Year 12,Post-grad,3 Not studying,31001,37017,22827,38300,19734,1203,2.8,1106,15158,8098
2816,52,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",525.96,1 Year 12,Cert III/IV/Dip,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
2817,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,21401,91795,27585,107569,12910,1140,2.5,1823,34240,12359
2818,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,21301,79980,82088,63582,100310,1095,3,3532,44411,20566
2819,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",2483.49,1 Year 12,BA,2 Part-time,50402,28470,9800,35022,2096,1468,2.7,436,10828,4987
2820,50,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","2 Yes, once",891.27,1 Year 12,BA,3 Not studying,30203,24304,8443,27891,4997,1383,2.4,569,10429,3173
2821,70,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1150.89,1 Year 12,BA,3 Not studying,80108,17205,4813,19347,2788,1834,2.5,201,6160,2350
2822,26,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.7,"2 Yes, once","1 No, never",118.58,1 Year 12,No qual,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
2823,66,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.22,"2 Yes, once","1 No, never",1362.17,1 Year 12,BA,3 Not studying,40402,37320,15975,39520,14288,946,2.3,1060,14312,7411
2824,51,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,Cert I/II,2 Part-time,10902,10872,751,11284,500,861,2.4,165,3259,1477
2825,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.22,"2 Yes, once","2 Yes, once",,1 Year 12,BA,3 Not studying,30602,67546,18487,74442,12211,1082,2.5,1932,24355,8281
2826,34,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.2,"1 No, never","1 No, never",875.75,1 Year 12,Cert III/IV/Dip,3 Not studying,31303,9182,1495,9771,418,966,2.6,126,2684,1844
2827,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.43,"1 No, never","1 No, never",2048.25,1 Year 12,BA,3 Not studying,30907,63171,26288,83264,6556,1481,2.9,1591,25816,7060
2828,29,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","1 No, never",2874.11,1 Year 12,Cert III/IV/Dip,3 Not studying,31202,92106,13245,101033,5130,1578,2.7,937,33486,8238
2829,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,.45,"1 No, never","1 No, never",468.88,1 Year 12,BA,3 Not studying,12102,47929,25984,54771,19438,1718,2.8,967,21612,6872
2830,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",550.75,1 Year 12,BA,3 Not studying,31606,35810,7980,42600,1505,1028,2.6,743,11312,5657
2831,53,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",482.76,1 Year 12,Cert III/IV/Dip,3 Not studying,21103,78184,21642,87529,12920,1307,2.6,1251,28963,9789
2832,38,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.9,"1 No, never","1 No, never",1715.88,1 Year 12,Cert III/IV/Dip,3 Not studying,11202,60016,5746,64112,2386,852,2.4,1447,16150,9356
2833,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.98,"1 No, never","1 No, never",1105.39,1 Year 12,BA,3 Not studying,12302,97084,41430,102710,37043,1253,2.9,2664,38252,14204
2834,87,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",832.18,1 Year 12,BA,2 Part-time,50503,83502,60453,117868,26917,1514,2.9,1841,41615,11281
2835,52,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",1453.27,1 Year 12,BA,1 Full-time,11802,69563,49644,79916,38759,1578,2.4,1953,33897,15155
2836,23,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,30605,30212,5569,33498,2651,861,2.4,639,8816,4959
2837,85,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",499.47,1 Year 12,No qual,1 Full-time,60105,36197,10212,40416,6129,1261,2.3,823,13101,5884
2838,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,1.78,"1 No, never","1 No, never",1198.65,1 Year 12,Post-grad,3 Not studying,21302,51167,23873,52814,22805,1310,2.5,1193,21491,8478
2839,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",,2 Year 11,No qual,3 Not studying,10701,52549,15869,56330,12890,1003,2.6,1296,17146,9699
2840,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.6899999999999999,"1 No, never","1 No, never",360.82,1 Year 12,BA,3 Not studying,40104,30838,15884,31082,15959,1073,2.5,655,12259,6246
2841,87,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,11903,63311,47772,55677,56231,1293,2.8,1743,30113,13634
2842,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11101,100911,11017,108385,4663,1149,2.5,1560,29277,14578
2843,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",1649.03,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
2844,45,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",706.16,1 Year 12,Cert III/IV/Dip,1 Full-time,60202,18317,2671,20785,441,877,2.4,315,5294,2995
2845,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,40103,28887,11488,32551,8038,1472,2.4,485,10776,5092
2846,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",978,1 Year 12,BA,3 Not studying,50503,83502,60453,117868,26917,1514,2.9,1841,41615,11281
2847,52,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",1256.16,1 Year 12,BA,3 Not studying,11901,90623,58511,65348,84934,1104,3,2775,37133,19310
2848,42,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1192.23,1 Year 12,No qual,3 Not studying,12403,95754,23150,105699,13857,1423,2.8,1720,34674,10152
2849,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,1 Full-time,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
2850,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","2 Yes, once",,1 Year 12,BA,1 Full-time,40504,20787,2278,22952,408,735,2.2,328,5195,4396
2851,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,3.45,"1 No, never","1 No, never",1506.31,1 Year 12,BA,1 Full-time,30602,67546,18487,74442,12211,1082,2.5,1932,24355,8281
2852,42,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.46,"1 No, never","1 No, never",143.61,1 Year 12,BA,3 Not studying,50902,40936,8698,48030,2137,991,2.4,652,14289,5855
2853,85,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"2 Yes, once","2 Yes, once",2284.98,1 Year 12,No qual,1 Full-time,40103,28887,11488,32551,8038,1472,2.4,485,10776,5092
2854,46,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,2 Another language,.75,"1 No, never","1 No, never",1437.61,1 Year 12,BA,3 Not studying,12504,57892,59005,56505,60350,1376,2.6,2001,35009,12433
2855,51,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.45,"1 No, never","1 No, never",1620.68,1 Year 12,BA,3 Not studying,40304,119526,35139,145916,9707,1083,2.5,2650,42854,17675
2856,16,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",511.2,1 Year 12,BA,3 Not studying,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
2857,59,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.4,"1 No, never","1 No, never",952.27,1 Year 12,Cert III/IV/Dip,3 Not studying,40502,19029,2089,20864,436,851,2.3,238,5604,2955
2858,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","1 No, never",1604.86,1 Year 12,Post-grad,3 Not studying,31902,40517,4456,44054,1227,777,2.4,779,10686,6783
2859,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.21,"2 Yes, once","1 No, never",1923.29,1 Year 12,Cert III/IV/Dip,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
2860,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"2 Yes, once","1 No, never",1827.55,1 Year 12,BA,3 Not studying,10106,29778,2728,31793,1035,1068,2.5,364,8903,3661
2861,49,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1,"2 Yes, once","1 No, never",,1 Year 12,No qual,3 Not studying,60104,24803,5297,28465,1744,1247,2.6,386,7889,3336
2862,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",1145.55,2 Year 11,No qual,3 Not studying,60403,15287,1707,16854,386,956,2.4,281,4904,2028
2863,43,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.4,"1 No, never","1 No, never",1763.4,1 Year 12,Cert III/IV/Dip,3 Not studying,50705,65431,32730,92619,6065,1410,2.7,1498,28182,8920
2864,79,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.37,"2 Yes, once","1 No, never",,1 Year 12,BA,3 Not studying,40103,28887,11488,32551,8038,1472,2.4,485,10776,5092
2865,29,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",27.85,1 Year 12,BA,2 Part-time,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
2866,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.77,"1 No, never","1 No, never",2195.84,1 Year 12,BA,3 Not studying,30302,44482,17086,50075,11695,1462,2.3,1041,19723,5611
2867,49,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,2 Another language,.98,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,20605,55252,28471,66115,17999,1672,2,1307,29221,7182
2868,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",1482.15,1 Year 12,Cert III/IV/Dip,3 Not studying,60403,15287,1707,16854,386,956,2.4,281,4904,2028
2869,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.02,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,10703,66176,14064,73426,7625,1152,2.7,1241,20900,9941
